county,population,race_white,race_black,race_native,race_asian,race_islander,race_other,race_two_or_more
"Terrebonne Parish, Louisiana",109580,69934,21253,6070,1322,40,3834,7127
"Union Parish, Louisiana",21107,14460,4995,77,38,10,728,799
"Vermilion Parish, Louisiana",57359,44477,7931,195,1263,13,969,2511
"Vernon Parish, Louisiana",48750,35087,6491,566,888,301,1334,4083
"Washington Parish, Louisiana",45463,29943,12858,143,164,0,556,1799
"Webster Parish, Louisiana",36967,22735,12185,149,138,12,328,1420
"West Baton Rouge Parish, Louisiana",27199,14307,10754,85,220,10,586,1237
"West Carroll Parish, Louisiana",9751,7894,1341,37,14,5,130,330
"West Feliciana Parish, Louisiana",15310,10883,3618,99,30,5,224,451
"Winn Parish, Louisiana",13755,8594,3525,77,173,20,872,494
"Androscoggin County, Maine",111139,96625,6531,420,906,58,830,5769
"Aroostook County, Maine",67105,62521,447,1221,396,21,294,2205
"Cumberland County, Maine",303069,264408,12120,831,7204,98,2962,15446
"Franklin County, Maine",29456,27356,174,73,386,24,182,1261
"Hancock County, Maine",55478,51444,355,262,566,10,393,2448
"Kennebec County, Maine",123642,113639,919,511,1227,29,850,6467
"Knox County, Maine",40607,37713,272,154,250,18,276,1924
"Lincoln County, Maine",35237,33215,165,105,234,9,141,1368
"Oxford County, Maine",57777,53795,229,197,275,18,312,2951
"Penobscot County, Maine",152199,139311,1507,1431,1865,46,901,7138
"Piscataquis County, Maine",16800,15572,61,113,120,7,119,808
"Sagadahoc County, Maine",36699,34046,314,113,258,4,189,1775
"Somerset County, Maine",50477,47184,250,237,263,18,258,2267
"Waldo County, Maine",39607,37097,148,153,207,12,227,1763
"Washington County, Maine",31095,27789,162,1407,121,10,294,1312
"York County, Maine",211972,195326,2098,657,2520,61,1502,9808
"Allegany County, Maryland",68106,58377,5341,137,742,22,468,3019
"Anne Arundel County, Maryland",588261,377634,104473,2354,25504,449,28369,49478
"Baltimore County, Maryland",854535,452124,255793,3527,54968,304,34198,53621
"Calvert County, Maryland",92783,69935,12100,305,1581,79,1298,7485
"Caroline County, Maryland",33293,24479,4434,146,350,19,1696,2169
"Carroll County, Maryland",172891,148621,6482,396,3775,43,2974,10600
"Cecil County, Maryland",103725,84806,7803,294,1247,23,2083,7469
"Charles County, Maryland",166617,58587,82035,1236,5706,168,5544,13341
"Dorchester County, Maryland",32531,20128,9140,132,355,9,958,1809
"Frederick County, Maryland",271717,189470,27802,1165,13570,189,14435,25086
"Garrett County, Maryland",28806,27521,246,33,85,7,131,783
"Harford County, Maryland",260924,190128,37706,712,8173,198,5508,18499
"Howard County, Maryland",332317,159329,65275,1190,66288,134,12981,27120
"Kent County, Maryland",19198,14574,2808,41,251,0,441,1083
"Montgomery County, Maryland",1062061,457783,197077,7036,163507,610,116786,119262
"Prince George's County, Maryland",967201,124863,578703,8935,41875,546,139685,72594
"Queen Anne's County, Maryland",49874,42290,2811,156,589,19,1269,2740
"St. Mary's County, Maryland",113777,81952,16294,438,3362,90,2279,9362
"Somerset County, Maryland",24620,13076,9505,115,254,1,675,994
"Talbot County, Maryland",37526,28436,4249,146,538,12,1906,2239
"Washington County, Maryland",154705,117465,17691,465,3109,89,4605,11281
"Wicomico County, Maryland",103588,61425,27990,438,3152,42,3766,6775
"Worcester County, Maryland",52460,41845,6236,136,753,8,840,2642
"Baltimore city, Maryland",585708,163026,338478,2312,21210,186,28046,32450
"Barnstable County, Massachusetts",228996,196459,6603,1224,3223,81,5524,15882
"Berkshire County, Massachusetts",129026,110862,4296,287,2019,24,3211,8327
"Bristol County, Massachusetts",579200,455763,25668,2443,13779,171,30694,50682
"Dukes County, Massachusetts",20600,16321,813,214,185,10,830,2227
"Essex County, Massachusetts",809829,558325,33524,4076,29819,285,108568,75232
"Franklin County, Massachusetts",71029,62398,1075,195,1198,11,1350,4802
"Hampden County, Massachusetts",465825,302357,41556,2338,12344,286,59013,47931
"Hampshire County, Massachusetts",162308,130161,4706,426,10796,58,4215,11946
"Middlesex County, Massachusetts",1632002,1112445,84670,3676,210462,444,85566,134739
"Nantucket County, Massachusetts",14255,10159,1027,87,264,5,1326,1387
"Norfolk County, Massachusetts",725981,519522,51371,1257,88512,166,18569,46584
"Plymouth County, Massachusetts",530819,411558,45132,1218,7772,101,19940,45098
"Suffolk County, Massachusetts",797936,375467,145566,3865,81140,409,102522,88967
"Worcester County, Massachusetts",862111,634240,48022,2712,46421,250,55403,75063
"Alcona County, Michigan",10167,9644,23,61,14,1,42,382
"Alger County, Michigan",8842,7363,587,328,26,1,46,491
"Allegan County, Michigan",120502,105564,1584,799,874,22,4127,7532
"Alpena County, Michigan",28907,27177,99,122,119,12,127,1251
"Antrim County, Michigan",23431,21902,39,201,72,20,138,1059
"Arenac County, Michigan",15002,14017,35,130,38,1,77,704
"Baraga County, Michigan",8158,5772,604,1097,16,3,36,630
"Barry County, Michigan",62423,57488,313,261,247,15,759,3340
"Bay County, Michigan",103856,93305,1705,463,538,5,1349,6491
"Benzie County, Michigan",17970,16726,67,177,71,1,128,800
"Berrien County, Michigan",154316,113608,21420,943,3189,120,4291,10745
"Branch County, Michigan",44862,39595,1156,192,270,10,1184,2455
"Calhoun County, Michigan",134310,102712,14513,879,3742,35,2841,9588
"Cass County, Michigan",51589,44005,2321,597,319,11,927,3409
"Charlevoix County, Michigan",26054,24052,78,384,124,10,164,1242
"Cheboygan County, Michigan",25579,23016,96,715,91,6,96,1559
"Chippewa County, Michigan",36785,24803,2625,5669,194,12,198,3284
"Clare County, Michigan",30856,28880,150,211,72,0,201,1342
"Clinton County, Michigan",79128,69204,1715,313,1877,25,1199,4795
"Crawford County, Michigan",12988,12140,57,89,55,4,67,576
"Delta County, Michigan",36903,33684,93,849,156,8,151,1962
"Dickinson County, Michigan",25947,24379,65,127,147,7,124,1098
"Eaton County, Michigan",109175,89292,7688,451,2478,18,1879,7369
"Emmet County, Michigan",34112,30578,163,1123,176,22,193,1857
"Genesee County, Michigan",406211,289255,79914,1745,4088,122,4809,26278
"Gladwin County, Michigan",25386,24049,70,101,82,1,130,953
"Gogebic County, Michigan",14380,13052,79,523,35,3,67,621
"Grand Traverse County, Michigan",95238,86508,595,969,824,52,1041,5249
"Gratiot County, Michigan",41761,36008,2238,198,164,31,1153,1969
"Hillsdale County, Michigan",45746,42658,206,168,177,6,310,2221
"Houghton County, Michigan",37361,34107,286,165,857,22,270,1654
"Huron County, Michigan",31407,29807,83,101,152,6,280,978
"Ingham County, Michigan",284900,198552,35580,1535,16522,124,8365,24222
"Ionia County, Michigan",66804,58946,3229,303,232,23,1046,3025
"Iosco County, Michigan",25237,23459,171,137,169,7,197,1097
"Iron County, Michigan",11631,10930,24,93,42,0,55,487
"Isabella County, Michigan",64394,54159,2134,2282,1117,20,742,3940
"Jackson County, Michigan",160366,133257,12632,656,1493,30,1886,10412
"Kalamazoo County, Michigan",261670,197010,30352,1275,7042,76,6399,19516
"Kalkaska County, Michigan",17939,16671,40,151,60,3,121,893
"Kent County, Michigan",657974,480003,64499,4013,21980,214,37268,49997
"Keweenaw County, Michigan",2046,1954,5,1,0,0,14,72
"Lake County, Michigan",12096,10295,891,85,45,8,58,714
"Lapeer County, Michigan",88619,80249,984,361,408,8,1484,5125
"Leelanau County, Michigan",22301,20039,67,672,110,7,306,1100
"Lenawee County, Michigan",99423,86549,2614,504,497,17,2224,7018
"Livingston County, Michigan",193866,178408,1144,620,1658,114,1435,10487
"Luce County, Michigan",5339,4533,12,367,2,1,16,408
"Mackinac County, Michigan",10834,8080,61,1699,28,2,62,902
"Macomb County, Michigan",881217,672264,109476,2225,38421,229,8825,49777
"Manistee County, Michigan",25032,22153,614,528,82,2,212,1441
"Marquette County, Michigan",66017,59551,805,1062,406,27,359,3807
"Mason County, Michigan",29052,26456,181,245,157,9,394,1610
"Mecosta County, Michigan",39714,35916,794,225,320,17,303,2139
"Menominee County, Michigan",23502,21499,107,749,98,5,137,907
"Midland County, Michigan",83494,74791,963,343,1730,88,769,4810
"Missaukee County, Michigan",15052,14086,33,71,46,1,199,616
"Monroe County, Michigan",154809,137561,4138,544,959,24,1921,9662
"Montcalm County, Michigan",66614,60106,2152,243,227,24,717,3145
"Montmorency County, Michigan",9153,8619,18,68,24,0,48,376
"Muskegon County, Michigan",175824,133720,23908,1380,1103,40,3392,12281
"Newaygo County, Michigan",49978,44822,434,336,198,15,1121,3052
"Oakland County, Michigan",1274395,893318,170753,3356,105974,337,22479,78178
"Oceana County, Michigan",26659,22260,133,316,69,4,1687,2190
"Ogemaw County, Michigan",20770,19509,63,123,57,8,118,892
"Ontonagon County, Michigan",5816,5473,8,62,21,2,10,240
"Osceola County, Michigan",22891,21414,165,150,34,6,115,1007
"Oscoda County, Michigan",8219,7741,8,38,12,0,28,392
"Otsego County, Michigan",25091,23320,101,169,91,2,129,1279
"Ottawa County, Michigan",296200,248796,5462,1442,8088,109,11961,20342
"Presque Isle County, Michigan",12982,12342,35,68,52,1,39,445
"Roscommon County, Michigan",23459,22067,65,105,78,10,110,1024
"Saginaw County, Michigan",190124,133915,34615,818,2420,85,5579,12692
"St. Clair County, Michigan",160383,144476,3937,701,826,16,1482,8945
"St. Joseph County, Michigan",60939,51530,1367,277,414,9,3198,4144
"Sanilac County, Michigan",40611,37883,168,141,84,2,449,1884
"Schoolcraft County, Michigan",8047,6756,10,703,15,1,9,553
"Shiawassee County, Michigan",68094,63132,325,263,297,22,499,3556
"Tuscola County, Michigan",53323,49413,413,200,157,15,452,2673
"Van Buren County, Michigan",75587,61345,2428,819,386,40,4397,6172
"Washtenaw County, Michigan",372258,257688,42819,1190,33632,201,7429,29299
"Wayne County, Michigan",1793561,882484,674782,7218,64947,433,52972,110725
"Wexford County, Michigan",33673,31124,193,178,186,1,230,1761
"Aitkin County, Minnesota",15697,14538,62,395,38,1,64,599
"Anoka County, Minnesota",363887,280171,28657,2531,19257,105,9597,23569
"Becker County, Minnesota",35183,29818,203,2468,162,22,189,2321
"Beltrami County, Minnesota",46228,32794,543,9418,280,18,272,2903
"Benton County, Minnesota",41379,36145,2022,232,466,9,495,2010
"Big Stone County, Minnesota",5166,4832,29,49,17,4,77,158
"Blue Earth County, Minnesota",69112,58205,3970,292,1841,33,1248,3523
"Brown County, Minnesota",25912,24321,128,51,127,6,401,878
"Carlton County, Minnesota",36207,31151,562,2217,153,12,165,1947
"Carver County, Minnesota",106922,92448,2208,291,3641,18,2485,5831
"Cass County, Minnesota",30066,24801,73,3512,111,0,157,1412
"Chippewa County, Minnesota",12598,10653,75,131,49,296,776,618
"Chisago County, Minnesota",56621,51394,853,339,776,6,482,2771
"Clay County, Minnesota",65318,55451,3190,1147,781,20,869,3860
"Clearwater County, Minnesota",8524,7197,23,757,23,2,34,488
"Cook County, Minnesota",5600,4686,25,458,49,1,50,331
"Cottonwood County, Minnesota",11517,9617,143,51,369,80,682,575
"Crow Wing County, Minnesota",66123,61586,419,663,332,19,392,2712
"Dakota County, Minnesota",439882,330482,32740,2392,24118,222,18009,31919
"Dodge County, Minnesota",20867,19088,134,67,110,1,488,979
"Douglas County, Minnesota",39006,36887,235,129,228,11,285,1231
"Faribault County, Minnesota",13921,12736,60,82,46,1,402,594
"Fillmore County, Minnesota",21228,20278,101,16,71,2,161,599
"Freeborn County, Minnesota",30895,25988,486,136,1148,5,1275,1857
"Goodhue County, Minnesota",47582,42850,685,614,348,33,902,2150
"Grant County, Minnesota",6074,5721,13,31,20,8,50,231
"Hennepin County, Minnesota",1281565,855122,171511,11938,97864,459,54040,90631
"Houston County, Minnesota",18843,17900,98,54,101,4,96,590
"Hubbard County, Minnesota",21344,19265,93,581,66,13,226,1100
"Isanti County, Minnesota",41135,37888,318,213,489,13,346,1868
"Itasca County, Minnesota",45014,40371,178,1552,145,7,210,2551
"Jackson County, Minnesota",9989,9133,120,31,124,0,195,386
"Kanabec County, Minnesota",16032,15088,67,128,84,0,40,625
"Kandiyohi County, Minnesota",43732,35004,2649,218,590,37,2233,3001
"Kittson County, Minnesota",4207,4011,3,15,18,6,20,134
"Koochiching County, Minnesota",12062,10975,44,284,39,12,54,654
"Lac qui Parle County, Minnesota",6719,6290,36,15,40,0,113,225
"Lake County, Minnesota",10905,10326,11,51,55,0,45,417
"Lake of the Woods County, Minnesota",3763,3512,13,19,18,0,14,187
"Le Sueur County, Minnesota",28674,25991,264,102,134,20,700,1463
"Lincoln County, Minnesota",5640,5406,10,21,22,0,33,148
"Lyon County, Minnesota",25269,20946,922,133,1268,3,797,1200
"McLeod County, Minnesota",36771,33216,235,159,238,30,914,1979
"Mahnomen County, Minnesota",5411,2303,8,2324,7,0,37,732
"Marshall County, Minnesota",9040,8473,13,37,19,0,103,395
"Martin County, Minnesota",20025,18361,118,76,102,6,529,833
"Meeker County, Minnesota",23400,21865,93,48,59,5,400,930
"Mille Lacs County, Minnesota",26459,23281,83,1499,130,6,187,1273
"Morrison County, Minnesota",34010,32245,185,133,110,14,236,1087
"Mower County, Minnesota",40029,30804,1638,189,2072,255,2524,2547
"Murray County, Minnesota",8179,7571,26,25,105,3,194,255
"Nicollet County, Minnesota",34454,29744,1707,178,562,15,722,1526
"Nobles County, Minnesota",22290,13109,983,459,1362,41,4368,1968
"Norman County, Minnesota",6441,5814,20,117,18,0,98,374
"Olmsted County, Minnesota",162847,126764,11113,613,10278,83,4036,9960
"Otter Tail County, Minnesota",60081,54910,856,323,334,17,1081,2560
"Pennington County, Minnesota",13992,12434,181,203,123,6,261,784
"Pine County, Minnesota",28876,25480,478,998,264,4,224,1428
"Pipestone County, Minnesota",9424,8159,107,126,66,0,537,429
"Polk County, Minnesota",31192,27229,977,456,157,4,615,1754
"Pope County, Minnesota",11308,10802,39,36,50,2,66,313
"Ramsey County, Minnesota",552352,328949,71390,4480,86079,252,22001,39201
"Red Lake County, Minnesota",3935,3647,15,60,6,5,53,149
"Redwood County, Minnesota",15425,13250,80,846,414,1,117,717
"Renville County, Minnesota",14723,13158,69,126,69,7,496,798
"Rice County, Minnesota",67097,52637,4386,456,1564,10,3843,4201
"Rock County, Minnesota",9704,8997,51,56,65,10,109,416
"Roseau County, Minnesota",15331,13762,87,241,398,10,128,705
"St. Louis County, Minnesota",200231,177385,4189,4520,1915,67,1203,10952
"Scott County, Minnesota",150928,117201,8225,1650,10015,72,4432,9333
"Sherburne County, Minnesota",97183,85504,3666,444,1295,22,1189,5063
"Sibley County, Minnesota",14836,13304,84,51,76,11,551,759
"Stearns County, Minnesota",158292,130858,13315,628,3188,69,3546,6688
"Steele County, Minnesota",37406,32151,1373,120,342,22,1413,1985
"Stevens County, Minnesota",9671,8254,84,170,70,1,597,495
"Swift County, Minnesota",9838,8807,88,49,78,133,271,412
"Todd County, Minnesota",25262,22415,119,99,101,72,1303,1153
"Traverse County, Minnesota",3360,2870,27,217,0,0,82,164
"Wabasha County, Minnesota",21387,20091,122,53,97,6,261,757
"Wadena County, Minnesota",14065,13128,131,73,65,12,83,573
"Waseca County, Minnesota",18968,17040,359,149,111,14,389,906
"Washington County, Minnesota",267568,211654,14041,1284,18604,78,4939,16968
"Watonwan County, Minnesota",11253,8209,48,95,96,0,1749,1056
"Wilkin County, Minnesota",6506,5993,42,96,9,2,62,302
"Winona County, Minnesota",49671,44638,917,118,933,0,914,2151
"Wright County, Minnesota",141337,127090,2637,446,1898,41,2212,7013
"Yellow Medicine County, Minnesota",9528,8524,53,291,28,1,200,431
"Adams County, Mississippi",29538,10994,16785,66,165,8,761,759
"Alcorn County, Mississippi",34740,27992,4337,101,181,19,723,1387
"Amite County, Mississippi",12720,7463,4854,32,31,0,64,276
"Attala County, Mississippi",17889,9440,7678,39,97,4,236,395
"Benton County, Mississippi",7646,4582,2666,16,1,0,102,279
"Bolivar County, Mississippi",30985,10111,19365,27,262,0,419,801
"Calhoun County, Mississippi",13266,8776,3467,27,17,0,497,482
"Carroll County, Mississippi",9998,6543,3044,20,31,0,109,251
"Chickasaw County, Mississippi",17106,8664,7436,32,43,0,424,507
"Choctaw County, Mississippi",8246,5593,2343,15,6,0,21,268
"Claiborne County, Mississippi",9135,974,7989,9,3,0,17,143
"Clarke County, Mississippi",15615,9988,5115,25,8,6,61,412
"Clay County, Mississippi",18636,7212,10803,39,57,1,136,388
"Coahoma County, Mississippi",21390,4312,16281,31,116,2,222,426
"Copiah County, Mississippi",28368,12305,14342,60,122,26,698,815
"Covington County, Mississippi",18340,11118,6416,35,83,4,253,431
"DeSoto County, Mississippi",185314,110064,56205,526,3045,140,6024,9310
"Forrest County, Mississippi",78158,43597,28330,227,796,29,2130,3049
"Franklin County, Mississippi",7675,4921,2585,4,10,0,19,136
"George County, Mississippi",24350,21112,1782,96,79,1,363,917
"Greene County, Mississippi",13530,9848,3149,64,21,3,84,361
"Grenada County, Mississippi",21629,11339,9409,41,90,2,96,652
"Hancock County, Mississippi",46053,37847,3957,293,429,9,577,2941
"Harrison County, Mississippi",208621,128098,51706,1055,6008,275,6020,15459
"Hinds County, Mississippi",227742,58644,158112,386,2186,47,2661,5706
"Holmes County, Mississippi",17000,2378,14256,36,20,2,28,280
"Humphreys County, Mississippi",7785,1438,6110,13,10,1,35,178
"Issaquena County, Mississippi",1338,530,757,3,5,0,12,31
"Itawamba County, Mississippi",23863,21217,1625,60,51,0,191,719
"Jackson County, Mississippi",143252,94709,30070,734,3204,115,4764,9656
"Jasper County, Mississippi",16367,7561,8341,29,8,0,105,323
"Jefferson County, Mississippi",7260,894,6191,12,15,5,9,134
"Jefferson Davis County, Mississippi",11321,4357,6643,11,21,0,42,247
"Jones County, Mississippi",67246,42076,19239,458,279,30,3025,2139
"Kemper County, Mississippi",8988,2820,5495,465,6,9,26,167
"Lafayette County, Mississippi",55813,39274,11381,84,1685,24,930,2435
"Lamar County, Mississippi",64222,44456,14372,149,1102,50,1191,2902
"Lauderdale County, Mississippi",72984,36919,32133,137,587,36,996,2176
"Lawrence County, Mississippi",12016,7847,3703,17,36,4,90,319
"Leake County, Mississippi",21275,10145,8235,1430,78,7,884,496
"Lee County, Mississippi",83343,53394,24246,180,924,25,1631,2943
"Leflore County, Mississippi",28339,6022,20895,34,212,0,591,585
"Lincoln County, Mississippi",34907,23091,10542,79,164,9,188,834
"Lowndes County, Mississippi",58879,29775,25997,130,534,16,511,1916
"Madison County, Mississippi",109145,60827,38647,305,3196,20,2568,3582
"Marion County, Mississippi",24441,15820,7623,49,69,2,221,657
"Marshall County, Mississippi",33752,16500,14912,97,78,20,1072,1073
"Monroe County, Mississippi",34180,22629,10337,53,67,3,208,883
"Montgomery County, Mississippi",9822,5114,4373,11,28,1,55,240
"Neshoba County, Mississippi",29087,16523,6404,4997,126,0,185,852
"Newton County, Mississippi",21291,12857,6472,1180,77,0,166,539
"Noxubee County, Mississippi",10285,2661,7227,13,15,0,84,285
"Oktibbeha County, Mississippi",51788,29606,18330,111,1507,12,620,1602
"Panola County, Mississippi",33208,15765,16092,62,64,9,338,878
