,county,labor_force,employed,unemployed,unemployed_pct,population,race_white,race_black,race_native,race_asian,race_islander,race_other,race_two_or_more
0,"Autauga County, Alabama",25838,24576,1262,4.9     ,58805,42160,11445,217,881,35,910,3157
2,"Baldwin County, Alabama",96763,91338,5425,5.6     ,231767,189399,18217,1582,2067,143,5335,15024
4,"Barbour County, Alabama",8587,7982,605,7.0     ,25223,11317,11933,116,117,1,1039,700
6,"Bibb County, Alabama",8640,8067,573,6.6     ,22293,16555,4413,60,32,9,465,759
8,"Blount County, Alabama",24661,23653,1008,4.1     ,59134,50663,845,337,178,24,3431,3656
10,"Bullock County, Alabama",4818,4553,265,5.5     ,10357,2320,7396,72,9,10,302,248
12,"Butler County, Alabama",9056,8255,801,8.8     ,19051,9752,8430,29,143,5,105,587
14,"Calhoun County, Alabama",46240,42980,3260,7.1     ,116441,80586,25559,487,1190,119,2471,6029
16,"Chambers County, Alabama",15865,14787,1078,6.8     ,34772,18850,13512,106,401,13,680,1210
18,"Cherokee County, Alabama",11513,10983,530,4.6     ,24971,22707,987,109,56,1,191,920
20,"Chilton County, Alabama",19592,18618,974,5.0     ,45014,35527,4067,338,181,6,2892,2003
22,"Choctaw County, Alabama",4621,4313,308,6.7     ,12665,7074,5232,30,22,0,47,260
24,"Clarke County, Alabama",7769,7069,700,9.0     ,23087,12029,10255,74,94,1,82,552
26,"Clay County, Alabama",6083,5838,245,4.0     ,14236,11375,1963,56,48,4,195,595
28,"Cleburne County, Alabama",5737,5475,262,4.6     ,15056,13819,466,53,21,2,129,566
30,"Coffee County, Alabama",21502,20558,944,4.4     ,53465,37080,8760,640,909,61,1908,4107
32,"Colbert County, Alabama",23558,22008,1550,6.6     ,57227,43631,9286,270,432,9,902,2697
34,"Conecuh County, Alabama",4529,4198,331,7.3     ,11597,5912,5104,72,40,1,99,369
36,"Coosa County, Alabama",4392,4150,242,5.5     ,10387,6824,3008,31,8,0,162,354
38,"Covington County, Alabama",15172,14434,738,4.9     ,37570,30877,4607,147,240,0,257,1442
40,"Crenshaw County, Alabama",6253,5896,357,5.7     ,13194,9388,3103,62,83,2,77,479
42,"Cullman County, Alabama",38310,36660,1650,4.3     ,87866,79142,937,408,522,64,2136,4657
44,"Dale County, Alabama",20710,19701,1009,4.9     ,49326,33429,10241,270,671,52,1243,3420
46,"Dallas County, Alabama",14619,13049,1570,10.7     ,38462,10409,26899,65,146,17,120,806
48,"DeKalb County, Alabama",30736,29348,1388,4.5     ,71608,56420,1046,1992,253,22,7171,4704
50,"Elmore County, Alabama",36620,34843,1777,4.9     ,87977,63139,18211,337,674,32,1343,4241
52,"Escambia County, Alabama",14453,13589,864,6.0     ,36757,22202,10991,1539,114,22,278,1611
54,"Etowah County, Alabama",40724,37598,3126,7.7     ,103436,78584,15146,739,927,54,2729,5257
56,"Fayette County, Alabama",6562,6236,326,5.0     ,16321,13666,1736,72,51,6,144,646
58,"Franklin County, Alabama",14424,13786,638,4.4     ,32113,24333,1166,651,68,10,4293,1592
60,"Geneva County, Alabama",10835,10391,444,4.1     ,26659,22078,2241,182,89,7,543,1519
62,"Greene County, Alabama",3015,2687,328,10.9     ,7730,1301,6246,5,7,0,33,138
64,"Hale County, Alabama",6075,5503,572,9.4     ,14785,5999,8337,39,25,15,66,304
66,"Henry County, Alabama",6814,6487,327,4.8     ,17146,11888,4248,50,73,4,201,682
68,"Houston County, Alabama",46358,43861,2497,5.4     ,107202,69265,28408,496,1282,63,2097,5591
70,"Jackson County, Alabama",22840,21637,1203,5.3     ,52579,45480,1636,770,214,4,921,3554
72,"Jefferson County, Alabama",315957,296282,19675,6.2     ,674721,329590,281326,2321,13109,352,19074,28949
74,"Lamar County, Alabama",5730,5452,278,4.9     ,13972,11962,1425,35,6,6,96,442
76,"Lauderdale County, Alabama",41931,39610,2321,5.5     ,93564,77141,9243,368,770,32,1552,4458
78,"Lawrence County, Alabama",14363,13660,703,4.9     ,33073,24915,3304,1447,87,8,438,2874
80,"Lee County, Alabama",75564,71629,3935,5.2     ,174241,111651,39570,720,8572,120,4392,9216
82,"Limestone County, Alabama",44624,42724,1900,4.3     ,103570,77064,13307,708,1869,75,3862,6685
84,"Lowndes County, Alabama",3661,3173,488,13.3     ,10311,2818,7192,17,15,5,39,225
86,"Macon County, Alabama",8063,7290,773,9.6     ,19532,3252,15441,48,74,4,213,500
88,"Madison County, Alabama",187247,178579,8668,4.6     ,388153,242510,92066,2978,10292,482,10436,29389
90,"Marengo County, Alabama",7766,7281,485,6.2     ,19323,8428,10188,9,54,3,218,423
92,"Marion County, Alabama",13034,12373,661,5.1     ,29341,26312,1106,106,75,14,415,1313
94,"Marshall County, Alabama",44275,42430,1845,4.2     ,97612,76926,2428,1398,602,137,9587,6534
96,"Mobile County, Alabama",190882,175761,15121,7.9     ,414809,229550,146254,4057,8585,234,5998,20131
98,"Monroe County, Alabama",7474,6864,610,8.2     ,19772,10391,8299,289,88,3,79,623
100,"Montgomery County, Alabama",107103,98735,8368,7.8     ,228954,75074,130467,795,7995,146,6282,8195
102,"Morgan County, Alabama",58899,56265,2634,4.5     ,123421,89869,15453,951,850,85,7974,8239
104,"Perry County, Alabama",3437,3064,373,10.9     ,8511,2359,5936,16,10,3,11,176
106,"Pickens County, Alabama",7660,7161,499,6.5     ,19123,10739,7489,27,78,0,290,500
108,"Pike County, Alabama",15636,14864,772,4.9     ,33009,18275,12138,192,588,21,439,1356
110,"Randolph County, Alabama",9414,8967,447,4.7     ,21967,16772,3815,76,87,3,370,844
112,"Russell County, Alabama",23500,22290,1210,5.1     ,59183,27532,26243,228,420,140,1213,3407
114,"St. Clair County, Alabama",40132,38146,1986,4.9     ,91103,75728,8652,324,663,21,1064,4651
116,"Shelby County, Alabama",114048,109646,4402,3.9     ,223024,165206,28939,1128,5152,108,8907,13584
118,"Sumter County, Alabama",4745,4414,331,7.0     ,12345,2974,8997,26,102,5,27,214
120,"Talladega County, Alabama",36123,33591,2532,7.0     ,82149,51214,26439,209,395,27,957,2908
122,"Tallapoosa County, Alabama",17864,16625,1239,6.9     ,41311,28477,10409,127,222,0,677,1399
124,"Tuscaloosa County, Alabama",102222,95473,6749,6.6     ,227036,136582,69088,963,3253,104,6311,10735
126,"Walker County, Alabama",24877,23431,1446,5.8     ,65342,57012,3929,321,297,6,1047,2730
128,"Washington County, Alabama",6729,6190,539,8.0     ,15388,10309,3318,1114,14,7,54,572
130,"Wilcox County, Alabama",2871,2448,423,14.7     ,10600,2880,7483,11,7,6,35,178
132,"Winston County, Alabama",10017,9542,475,4.7     ,23540,21760,141,113,61,9,389,1067
134,"Aleutians East Borough, Alaska",2523,2423,100,4.0     ,3420,684,297,802,771,32,626,208
135,"Aleutians West Census Area, Alaska",3732,3563,169,4.5     ,5232,1667,259,728,1513,239,452,374
136,"Bethel Census Area, Alaska",6963,6158,805,11.6     ,18666,1665,85,15632,202,2,64,1016
137,"Bristol Bay Borough, Alaska",417,386,31,7.4     ,844,370,6,305,5,3,12,143
138,"Denali Borough, Alaska",680,573,107,15.7     ,1619,1382,11,61,13,5,8,139
139,"Dillingham Census Area, Alaska",1742,1599,143,8.2     ,4857,799,25,3453,48,9,27,496
140,"Fairbanks North Star Borough, Alaska",44679,41838,2841,6.4     ,95655,65971,4014,7555,3104,604,2237,12170
141,"Haines Borough, Alaska",1018,859,159,15.6     ,2080,1589,2,214,14,2,17,242
142,"Hoonah-Angoon Census Area, Alaska",1050,908,142,13.5     ,2365,1147,6,878,16,5,29,284
143,"Kenai Peninsula Borough, Alaska",26341,23948,2393,9.1     ,58799,46382,386,4228,809,182,824,5988
144,"Ketchikan Gateway Borough, Alaska",6520,5893,627,9.6     ,13948,8430,103,2334,1129,26,224,1702
145,"Kodiak Island Borough, Alaska",6090,5710,380,6.2     ,13101,6570,90,1826,2803,117,388,1307
146,"Kusilvak Census Area, Alaska",2299,1854,445,19.4     ,8368,173,16,7946,23,0,18,192
147,"Lake and Peninsula Borough, Alaska",689,624,65,9.4     ,1476,303,2,994,9,1,0,167
148,"Matanuska-Susitna Borough, Alaska",47848,43858,3990,8.3     ,107081,83035,1121,6844,1559,506,1717,12299
149,"Nome Census Area, Alaska",3927,3516,411,10.5     ,10046,1422,55,7556,111,5,56,841
150,"North Slope Borough, Alaska",3200,3011,189,5.9     ,11031,3082,162,5748,641,321,118,959
151,"Northwest Arctic Borough, Alaska",2942,2590,352,12.0     ,7793,700,72,6469,55,12,23,462
152,"Petersburg Borough, Alaska",1415,1292,123,8.7     ,3398,2470,49,247,123,12,61,436
153,"Prince of Wales-Hyder Census Area, Alaska",2828,2568,260,9.2     ,5753,2403,22,2584,27,30,29,658
154,"Skagway Municipality, Alaska",606,476,130,21.5     ,1240,1070,10,32,39,0,9,80
155,"Southeast Fairbanks Census Area, Alaska",2934,2717,217,7.4     ,6808,5085,74,817,87,16,137,592
156,"Yukon-Koyukuk Census Area, Alaska",2308,2028,280,12.1     ,5343,1130,7,3832,8,3,28,335
157,"Apache County, Arizona",20195,17614,2581,12.8     ,66021,14873,185,47016,312,20,1225,2390
158,"Cochise County, Arizona",51995,48368,3627,7.0     ,125447,81733,4783,1510,2712,488,12678,21543
159,"Coconino County, Arizona",75280,67985,7295,9.7     ,145101,83360,1961,36225,2674,262,7656,12963
160,"Gila County, Arizona",21008,19387,1621,7.7     ,53272,35904,282,8928,445,48,3073,4592
161,"Graham County, Arizona",15919,14911,1008,6.3     ,38533,25043,537,5390,192,20,3225,4126
162,"Greenlee County, Arizona",4454,4210,244,5.5     ,9563,6584,87,355,75,5,893,1564
163,"La Paz County, Arizona",8979,8343,636,7.1     ,16557,9772,114,2833,115,49,1613,2061
164,"Maricopa County, Arizona",2331628,2159267,172361,7.4     ,4420568,2645512,260469,100645,203696,10966,598605,600675
165,"Mohave County, Arizona",88743,79889,8854,10.0     ,213267,169732,2221,5185,2734,409,12676,20310
166,"Navajo County, Arizona",40419,36322,4097,10.1     ,106717,48430,760,47442,567,86,3149,6283
167,"Pima County, Arizona",495991,457683,38308,7.7     ,1043433,633382,39954,34593,31367,2229,127663,174245
168,"Pinal County, Arizona",191074,176674,14400,7.5     ,425264,269258,21968,21128,6718,1219,49997,54976
169,"Santa Cruz County, Arizona",19429,17209,2220,11.4     ,47669,15929,187,457,304,19,13762,17011
170,"Yavapai County, Arizona",106985,98978,8007,7.5     ,236209,192507,1543,4283,2932,294,12411,22239
171,"Yuma County, Arizona",98120,81310,16810,17.1     ,203881,90318,4099,3522,2587,283,51244,51828
172,"Arkansas County, Arkansas",9422,9044,378,4.0     ,17149,11698,4156,44,94,9,405,743
173,"Ashley County, Arkansas",7186,6518,668,9.3     ,19062,12958,4669,56,41,6,625,707
174,"Baxter County, Arkansas",16528,15547,981,5.9     ,41627,38489,90,255,234,9,327,2223
175,"Benton County, Arkansas",140015,133784,6231,4.5     ,284333,201188,4732,5093,13721,2629,25559,31411
176,"Boone County, Arkansas",15764,14934,830,5.3     ,37373,34128,108,276,246,28,259,2328
177,"Bradley County, Arkansas",4386,4130,256,5.8     ,10545,5890,2937,92,30,0,1156,440
178,"Calhoun County, Arkansas",2426,2301,125,5.2     ,4739,3539,913,10,6,9,54,208
179,"Carroll County, Arkansas",12709,11989,720,5.7     ,28260,21952,95,369,567,444,2475,2358
180,"Chicot County, Arkansas",3250,2914,336,10.3     ,10208,3953,5417,36,38,9,414,341
181,"Clark County, Arkansas",9314,8765,549,5.9     ,21446,14316,5127,96,153,18,623,1113
182,"Clay County, Arkansas",5519,5186,333,6.0     ,14552,13731,42,44,15,8,97,615
183,"Cleburne County, Arkansas",9157,8460,697,7.6     ,24711,22953,69,133,102,11,232,1211
184,"Cleveland County, Arkansas",3203,3008,195,6.1     ,7550,6466,686,35,7,1,87,268
185,"Columbia County, Arkansas",9053,8433,620,6.8     ,22801,13371,7866,74,168,0,481,841
186,"Conway County, Arkansas",8392,7888,504,6.0     ,20715,16367,2209,167,90,8,433,1441
187,"Craighead County, Arkansas",55775,52803,2972,5.3     ,111231,80639,18473,356,1692,61,3446,6564
188,"Crawford County, Arkansas",26436,24998,1438,5.4     ,60133,48610,897,1486,947,35,2342,5816
189,"Crittenden County, Arkansas",21209,19459,1750,8.3     ,48163,19276,25905,136,327,17,683,1819
190,"Cross County, Arkansas",7291,6847,444,6.1     ,16833,12213,3658,48,102,5,146,661
191,"Dallas County, Arkansas",2832,2681,151,5.3     ,6482,3487,2592,17,7,0,103,276
192,"Desha County, Arkansas",5321,4948,373,7.0     ,11395,4845,5398,47,61,4,527,513
193,"Drew County, Arkansas",7730,7196,534,6.9     ,17350,11291,4846,90,108,13,366,636
194,"Faulkner County, Arkansas",61682,58321,3361,5.4     ,123498,94088,14384,719,1475,73,3337,9422
195,"Franklin County, Arkansas",7478,7059,419,5.6     ,17097,15367,79,214,163,10,183,1081
196,"Fulton County, Arkansas",4924,4671,253,5.1     ,12075,11249,27,66,35,0,63,635
197,"Garland County, Arkansas",41347,38052,3295,8.0     ,100180,78837,8128,802,972,71,3371,7999
198,"Grant County, Arkansas",8222,7796,426,5.2     ,17958,16304,458,81,77,1,178,859
199,"Greene County, Arkansas",19450,18292,1158,6.0     ,45736,41038,933,163,181,292,699,2430
200,"Hempstead County, Arkansas",9593,9094,499,5.2     ,20065,11006,5683,140,96,5,1783,1352
201,"Hot Spring County, Arkansas",14100,13285,815,5.8     ,33040,26525,3472,189,114,11,659,2070
202,"Howard County, Arkansas",5533,5257,276,5.0     ,12785,8164,2642,114,63,6,1036,760
203,"Independence County, Arkansas",16670,15711,959,5.8     ,37938,32108,849,243,345,33,1934,2426
204,"Izard County, Arkansas",4640,4249,391,8.4     ,13577,12306,256,87,27,11,123,767
205,"Jackson County, Arkansas",5863,5444,419,7.1     ,16755,12890,2786,47,63,4,267,698
206,"Jefferson County, Arkansas",27398,25194,2204,8.0     ,67260,25478,37835,240,673,94,869,2071
207,"Johnson County, Arkansas",10120,9482,638,6.3     ,25749,20088,482,274,926,36,1952,1991
208,"Lafayette County, Arkansas",2421,2236,185,7.6     ,6308,3906,2057,36,32,5,48,224
209,"Lawrence County, Arkansas",6786,6369,417,6.1     ,16216,15044,143,52,39,12,175,751
210,"Lee County, Arkansas",2805,2595,210,7.5     ,8600,3465,4663,39,13,2,121,297
211,"Lincoln County, Arkansas",3834,3605,229,6.0     ,12941,8324,3652,41,23,9,384,508
212,"Little River County, Arkansas",5385,5038,347,6.4     ,12026,8714,2178,170,23,9,171,761
213,"Logan County, Arkansas",8656,8081,575,6.6     ,21131,18826,232,241,328,8,225,1271
214,"Lonoke County, Arkansas",33550,31692,1858,5.5     ,74015,61624,4386,368,733,50,1485,5369
215,"Madison County, Arkansas",7413,7126,287,3.9     ,16521,14275,41,235,102,246,473,1149
216,"Marion County, Arkansas",6251,5848,403,6.4     ,16826,15569,20,138,56,5,77,961
217,"Miller County, Arkansas",19379,18047,1332,6.9     ,42600,28036,10988,281,205,4,745,2341
218,"Mississippi County, Arkansas",17264,15705,1559,9.0     ,40685,23208,14323,99,245,8,1025,1777
219,"Monroe County, Arkansas",2721,2539,182,6.7     ,6799,3568,2760,35,28,7,144,257
220,"Montgomery County, Arkansas",2981,2778,203,6.8     ,8484,7577,18,103,50,5,226,505
221,"Nevada County, Arkansas",3550,3342,208,5.9     ,8310,5218,2444,45,45,0,175,383
222,"Newton County, Arkansas",3246,3084,162,5.0     ,7225,6689,7,71,24,2,31,401
223,"Ouachita County, Arkansas",9821,9229,592,6.0     ,22650,12194,8899,71,126,3,225,1132
224,"Perry County, Arkansas",4188,3956,232,5.5     ,10019,9165,107,54,12,1,113,567
225,"Phillips County, Arkansas",6402,5822,580,9.1     ,16568,5616,10343,44,65,4,87,409
226,"Pike County, Arkansas",4272,4020,252,5.9     ,10171,8681,241,94,16,2,509,628
227,"Poinsett County, Arkansas",9919,9374,545,5.5     ,22965,19391,1783,102,61,1,461,1166
228,"Polk County, Arkansas",8013,7482,531,6.6     ,19221,16428,43,366,100,9,617,1658
229,"Pope County, Arkansas",27775,26138,1637,5.9     ,63381,51409,2100,609,679,23,3399,5162
230,"Prairie County, Arkansas",3608,3415,193,5.3     ,8282,6964,925,23,21,3,44,302
231,"Pulaski County, Arkansas",188928,174884,14044,7.4     ,399125,199197,143548,2226,10035,225,18600,25294
232,"Randolph County, Arkansas",7444,7005,439,5.9     ,18571,16684,140,87,75,596,139,850
233,"St. Francis County, Arkansas",8028,7394,634,7.9     ,23090,9551,12561,65,127,8,189,589
234,"Saline County, Arkansas",58181,55241,2940,5.1     ,123416,98388,10414,833,1467,71,4268,7975
235,"Scott County, Arkansas",4354,4159,195,4.5     ,9836,8210,35,211,278,5,358,739
236,"Searcy County, Arkansas",2885,2701,184,6.4     ,7828,7123,5,73,20,5,46,556
237,"Sebastian County, Arkansas",56158,52803,3355,6.0     ,127799,86828,8061,2890,5789,105,10404,13722
238,"Sevier County, Arkansas",5524,5202,322,5.8     ,15839,9594,578,478,65,248,3088,1788
239,"Sharp County, Arkansas",5717,5309,408,7.1     ,17271,15876,118,126,60,20,136,935
240,"Stone County, Arkansas",4618,4290,328,7.1     ,12359,11488,21,103,30,2,88,627
241,"Union County, Arkansas",15622,14325,1297,8.3     ,39054,23216,12729,150,280,16,1045,1618
242,"Van Buren County, Arkansas",5758,5349,409,7.1     ,15796,14485,77,133,56,0,200,845
243,"Washington County, Arkansas",126141,120346,5795,4.6     ,245871,168351,8652,3573,5718,8799,24958,25820
244,"White County, Arkansas",33972,31855,2117,6.2     ,76822,65237,3728,368,623,31,1737,5098
245,"Woodruff County, Arkansas",2794,2631,163,5.8     ,6269,4255,1613,8,22,0,53,318
246,"Yell County, Arkansas",7997,7592,405,5.1     ,20263,15330,251,197,202,13,2542,1728
247,"Alameda County, California",813807,742411,71396,8.8     ,1682353,523836,164879,19659,545261,14123,223779,190816
248,"Alpine County, California",517,459,58,11.2     ,1204,814,10,236,12,0,13,119
249,"Amador County, California",14424,13107,1317,9.1     ,40474,31104,1236,757,582,82,2835,3878
250,"Butte County, California",92604,84095,8509,9.2     ,211632,149557,3644,4492,10533,573,18148,24685
251,"Calaveras County, California",21207,19588,1619,7.6     ,45292,36315,364,747,743,100,1995,5028
252,"Colusa County, California",10499,8824,1675,16.0     ,21839,9364,198,513,276,80,7149,4259
253,"Contra Costa County, California",541256,493236,48020,8.9     ,1165927,501697,101485,12043,217823,6250,173154,153475
254,"Del Norte County, California",9350,8466,884,9.5     ,27743,17193,855,2434,840,46,2936,3439
255,"El Dorado County, California",90752,83262,7490,8.3     ,191185,146624,1537,1929,9200,313,9634,21948
256,"Fresno County, California",445518,395258,50260,11.3     ,1008654,374678,48707,22043,113328,1665,284830,163403
257,"Glenn County, California",12568,11455,1113,8.9     ,28917,15753,177,1092,647,49,7253,3946
258,"Humboldt County, California",59411,54446,4965,8.4     ,136463,98095,1879,8481,3615,455,7782,16156
259,"Imperial County, California",69602,53949,15653,22.5     ,179702,47537,4362,4266,3049,165,70528,49795
260,"Inyo County, California",8305,7658,647,7.8     ,19016,11752,97,2473,282,17,2267,2128
261,"Kern County, California",383769,335707,48062,12.5     ,909235,371734,50130,18163,46777,1508,274153,146770
262,"Kings County, California",56416,49883,6533,11.6     ,152486,61226,9023,3671,5923,412,48001,24230
263,"Lake County, California",28267,25567,2700,9.6     ,68163,46858,1199,2356,1004,106,7699,8941
264,"Lassen County, California",9461,8785,676,7.1     ,32730,21066,2277,1088,494,285,4930,2590
265,"Los Angeles County, California",4921499,4291688,629811,12.8     ,10014009,3259427,794364,163464,1499984,24522,2784180,1488068
266,"Madera County, California",61738,55089,6649,10.8     ,156255,65248,4596,7674,3907,173,49303,25354
267,"Marin County, California",130138,121476,8662,6.7     ,262321,179377,6339,3996,16431,493,26000,29685
268,"Mariposa County, California",7162,6381,781,10.9     ,17131,13385,108,497,298,15,796,2032
269,"Mendocino County, California",37015,33723,3292,8.9     ,91601,59510,642,4679,1788,138,12777,12067
270,"Merced County, California",114736,100755,13981,12.2     ,281202,104534,9158,7518,20715,807,89115,49355
271,"Modoc County, California",3170,2900,270,8.5     ,8700,6772,67,446,61,13,602,739
272,"Mono County, California",7846,6917,929,11.8     ,13195,9349,74,295,163,31,1699,1584
273,"Monterey County, California",213471,190389,23082,10.8     ,439035,158879,9943,12781,26680,2132,150161,78459
274,"Napa County, California",68867,62853,6014,8.7     ,138019,76158,2443,1949,10753,348,25631,20737
275,"Nevada County, California",46489,42787,3702,8.0     ,102241,85604,460,1012,1427,147,3494,10097
276,"Orange County, California",1553301,1416738,136563,8.8     ,3186989,1383257,53842,38322,706813,9035,548539,447181
277,"Placer County, California",184892,171319,13573,7.3     ,404739,288586,6890,3547,35500,1117,20224,48875
278,"Plumas County, California",7559,6753,806,10.7     ,19790,16608,103,453,152,44,600,1830
279,"Riverside County, California",1107723,997725,109998,9.9     ,2418185,995627,156477,43808,171243,8116,637243,405671
280,"Sacramento County, California",707182,641624,65558,9.3     ,1585055,715722,152795,18637,281733,18914,185585,211669
281,"San Benito County, California",31528,28409,3119,9.9     ,64209,27230,634,1647,2423,176,20629,11470
282,"San Bernardino County, California",966206,874911,91295,9.4     ,2181654,782691,184558,41663,182287,7461,621140,361854
283,"San Diego County, California",1538361,1396547,141814,9.2     ,3298634,1633129,155813,40968,410752,15286,520994,521692
284,"San Joaquin County, California",331828,294454,37374,11.3     ,779233,267339,60351,12107,139323,5567,181741,112805
285,"San Luis Obispo County, California",132690,122495,10195,7.7     ,282424,198338,4610,3159,10402,413,27444,38058
286,"San Mateo County, California",433876,404128,29748,6.9     ,764442,300188,15707,6812,230242,9302,107924,94267
287,"Santa Barbara County, California",217510,200175,17335,8.0     ,448229,224748,7374,9633,26549,703,99502,79720
288,"Santa Clara County, California",1020693,949353,71340,7.0     ,1936259,622617,44966,22142,759030,6904,271132,209468
289,"Santa Cruz County, California",133646,120932,12714,9.5     ,270861,160565,3150,3607,12553,384,51894,38708
290,"Shasta County, California",72827,66484,6343,8.7     ,182155,142899,1912,4911,5978,371,6523,19561
291,"Sierra County, California",1282,1179,103,8.0     ,3236,2703,7,24,7,1,106,388
292,"Siskiyou County, California",16923,15286,1637,9.7     ,44076,33597,496,2019,888,38,1988,5050
293,"Solano County, California",202812,183607,19205,9.5     ,453491,175768,62157,5388,72766,4162,66793,66457
294,"Sonoma County, California",245091,225791,19300,7.9     ,488863,306684,7615,8855,22845,1840,75003,66021
295,"Stanislaus County, California",240641,214885,25756,10.7     ,552878,256602,15913,10543,34778,4269,146129,84644
296,"Sutter County, California",45467,40472,4995,11.0     ,99633,46810,1982,1902,18234,319,17896,12490
297,"Tehama County, California",25579,23317,2262,8.8     ,65829,44926,420,1881,1027,132,9599,7844
298,"Trinity County, California",4515,4155,360,8.0     ,16112,11627,71,437,2222,32,367,1356
299,"Tulare County, California",199151,172852,26299,13.2     ,473117,186255,6668,10645,17194,723,165230,86402
300,"Tuolumne County, California",20038,17954,2084,10.4     ,55620,44207,1009,984,816,123,2808,5673
301,"Ventura County, California",408867,373903,34964,8.6     ,843843,428677,15330,14573,64923,1723,173436,145181
302,"Yolo County, California",105026,97111,7915,7.5     ,216403,107304,6164,3366,30392,1179,33887,34111
303,"Yuba County, California",30042,26879,3163,10.5     ,81575,46590,3052,1754,5774,405,12227,11773
304,"Adams County, Colorado",274498,252469,22029,8.0     ,519572,289718,17463,9520,23268,925,87386,91292
305,"Alamosa County, Colorado",8403,7868,535,6.4     ,16376,10069,251,709,180,19,2242,2906
306,"Arapahoe County, Colorado",366768,337943,28825,7.9     ,655070,396027,70787,6820,42472,1777,54355,82832
307,"Archuleta County, Colorado",7123,6585,538,7.6     ,13359,10749,41,240,105,6,620,1598
308,"Baca County, Colorado",2132,2082,50,2.3     ,3506,3043,26,42,13,0,150,232
309,"Bent County, Colorado",1828,1748,80,4.4     ,5650,3831,256,162,52,0,862,487
310,"Boulder County, Colorado",192879,180992,11887,6.2     ,330758,255983,3393,2509,16450,274,19148,33001
311,"Chaffee County, Colorado",9741,9126,615,6.3     ,19476,16693,296,185,137,13,782,1370
312,"Cheyenne County, Colorado",1103,1076,27,2.4     ,1748,1534,1,13,4,0,84,112
313,"Clear Creek County, Colorado",6151,5628,523,8.5     ,9397,8323,52,73,83,9,162,695
314,"Conejos County, Colorado",4071,3844,227,5.6     ,7461,5045,27,167,21,2,1056,1143
315,"Costilla County, Colorado",1823,1691,132,7.2     ,3499,1827,40,66,56,0,518,992
316,"Crowley County, Colorado",1528,1445,83,5.4     ,5922,3747,517,180,74,2,1022,380
317,"Custer County, Colorado",2087,1982,105,5.0     ,4704,4279,11,53,23,0,80,258
318,"Delta County, Colorado",14340,13400,940,6.6     ,31196,26117,145,294,243,9,1761,2627
319,"Dolores County, Colorado",1137,1059,78,6.9     ,2326,2021,18,42,6,4,34,201
320,"Douglas County, Colorado",194649,183412,11237,5.8     ,357978,289005,5160,1820,20064,345,7685,33899
321,"Eagle County, Colorado",35708,32319,3389,9.5     ,55731,39594,340,497,727,47,6608,7918
322,"Elbert County, Colorado",14961,14264,697,4.7     ,26062,22817,123,182,187,22,569,2162
323,"El Paso County, Colorado",344120,319084,25036,7.3     ,730395,516911,43822,7519,22471,3091,43074,93507
324,"Fremont County, Colorado",15393,14203,1190,7.7     ,48939,39965,1848,850,338,30,2515,3393
325,"Garfield County, Colorado",31762,29606,2156,6.8     ,61685,42038,335,870,411,40,9751,8240
326,"Gilpin County, Colorado",4016,3562,454,11.3     ,5808,5077,38,59,94,4,76,460
327,"Grand County, Colorado",9364,8576,788,8.4     ,15717,13772,64,80,90,17,734,960
328,"Gunnison County, Colorado",11347,10596,751,6.6     ,16918,14652,88,203,122,7,672,1174
329,"Hinsdale County, Colorado",426,408,18,4.2     ,788,706,8,6,3,1,6,58
330,"Huerfano County, Colorado",2644,2395,249,9.4     ,6820,4997,65,175,31,0,532,1020
331,"Jackson County, Colorado",940,900,40,4.3     ,1379,1199,0,14,2,2,50,112
332,"Jefferson County, Colorado",333682,310057,23625,7.1     ,582910,460764,7356,6039,18157,536,27086,62972
333,"Kiowa County, Colorado",956,934,22,2.3     ,1446,1290,4,0,9,1,20,122
334,"Kit Carson County, Colorado",4249,4130,119,2.8     ,7087,5649,24,45,31,10,613,715
335,"Lake County, Colorado",4853,4454,399,8.2     ,7436,4996,38,157,67,8,1057,1113
336,"La Plata County, Colorado",31366,29219,2147,6.8     ,55638,44366,205,3342,397,36,2280,5012
337,"Larimer County, Colorado",203683,190842,12841,6.3     ,359066,295995,3815,2878,8538,325,13795,33720
338,"Las Animas County, Colorado",6497,6014,483,7.4     ,14555,10035,211,367,116,19,1603,2204
339,"Lincoln County, Colorado",2375,2269,106,4.5     ,5675,4397,275,75,47,24,493,364
340,"Logan County, Colorado",11017,10495,522,4.7     ,21528,17261,765,231,128,23,1618,1502
341,"Mesa County, Colorado",75551,69917,5634,7.5     ,155703,127970,1151,1723,1676,208,7821,15154
342,"Mineral County, Colorado",469,442,27,5.8     ,865,789,3,6,3,0,0,64
343,"Moffat County, Colorado",7285,6849,436,6.0     ,13292,10872,77,155,54,2,789,1343
344,"Montezuma County, Colorado",12703,11795,908,7.1     ,25849,18958,80,3342,143,28,1095,2203
345,"Montrose County, Colorado",21639,20208,1431,6.6     ,42679,33395,181,577,338,36,3870,4282
346,"Morgan County, Colorado",16125,15254,871,5.4     ,29111,19184,975,404,157,11,4422,3958
347,"Otero County, Colorado",8228,7720,508,6.2     ,18690,12847,165,376,101,28,2356,2817
348,"Ouray County, Colorado",2493,2292,201,8.1     ,4874,4396,16,16,28,4,93,321
349,"Park County, Colorado",11114,10480,634,5.7     ,17390,15318,94,167,104,9,335,1363
350,"Phillips County, Colorado",2467,2401,66,2.7     ,4530,3500,19,52,22,2,480,455
