county,labor_force,employed,unemployed,unemployed_pct
"Clark County, WA",242578,221896,20682,8.5     
"Columbia County, WA",1724,1599,125,7.3     
"Cowlitz County, WA",48522,43999,4523,9.3     
"Douglas County, WA",21225,19420,1805,8.5     
"Ferry County, WA",2469,2184,285,11.5     
"Franklin County, WA",42497,38664,3833,9.0     
"Garfield County, WA",819,750,69,8.4     
"Grant County, WA",47442,43247,4195,8.8     
"Grays Harbor County, WA",29055,25653,3402,11.7     
"Island County, WA",36303,33305,2998,8.3     
"Jefferson County, WA",13081,11850,1231,9.4     
"King County, WA",1286608,1190168,96440,7.5     
"Kitsap County, WA",129092,119140,9952,7.7     
"Kittitas County, WA",22085,20087,1998,9.0     
"Klickitat County, WA",9810,9002,808,8.2     
"Lewis County, WA",35103,31819,3284,9.4     
"Lincoln County, WA",4681,4363,318,6.8     
"Mason County, WA",25517,23009,2508,9.8     
"Okanogan County, WA",19581,17822,1759,9.0     
"Pacific County, WA",8524,7610,914,10.7     
"Pend Oreille County, WA",4958,4428,530,10.7     
"Pierce County, WA",450196,406822,43374,9.6     
"San Juan County, WA",8379,7714,665,7.9     
"Skagit County, WA",62498,56374,6124,9.8     
"Skamania County, WA",5515,5006,509,9.2     
"Snohomish County, WA",441156,403863,37293,8.5     
"Spokane County, WA",257308,234789,22519,8.8     
"Stevens County, WA",18545,16799,1746,9.4     
"Thurston County, WA",144312,132365,11947,8.3     
"Wahkiakum County, WA",1409,1285,124,8.8     
"Walla Walla County, WA",30165,28096,2069,6.9     
"Whatcom County, WA",114716,103992,10724,9.3     
"Whitman County, WA",21984,20683,1301,5.9     
"Yakima County, WA",130759,118071,12688,9.7     
"Barbour County, WV",7335,6729,606,8.3     
"Berkeley County, WV",58337,54709,3628,6.2     
"Boone County, WV",7469,6685,784,10.5     
"Braxton County, WV",5220,4678,542,10.4     
"Brooke County, WV",9901,9012,889,9.0     
"Cabell County, WV",41946,38604,3342,8.0     
"Calhoun County, WV",2535,2128,407,16.1     
"Clay County, WV",3153,2759,394,12.5     
"Doddridge County, WV",3847,3605,242,6.3     
"Fayette County, WV",16264,14642,1622,10.0     
"Gilmer County, WV",2342,2106,236,10.1     
"Grant County, WV",5969,5580,389,6.5     
"Greenbrier County, WV",15680,14416,1264,8.1     
"Hampshire County, WV",10847,10253,594,5.5     
"Hancock County, WV",13131,11814,1317,10.0     
"Hardy County, WV",5865,5445,420,7.2     
"Harrison County, WV",34090,31381,2709,7.9     
"Jackson County, WV",12780,11684,1096,8.6     
"Jefferson County, WV",30084,28298,1786,5.9     
"Kanawha County, WV",82800,75431,7369,8.9     
"Lewis County, WV",6337,5649,688,10.9     
"Lincoln County, WV",7293,6564,729,10.0     
"Logan County, WV",11181,9820,1361,12.2     
"McDowell County, WV",4478,3914,564,12.6     
"Marion County, WV",25363,23168,2195,8.7     
"Marshall County, WV",13610,12260,1350,9.9     
"Mason County, WV",10356,9479,877,8.5     
"Mercer County, WV",20957,18989,1968,9.4     
"Mineral County, WV",12249,11323,926,7.6     
"Mingo County, WV",6862,5884,978,14.3     
"Monongalia County, WV",54613,51146,3467,6.3     
"Monroe County, WV",6079,5648,431,7.1     
"Morgan County, WV",8362,7857,505,6.0     
"Nicholas County, WV",9571,8587,984,10.3     
"Ohio County, WV",20439,18715,1724,8.4     
"Pendleton County, WV",3710,3529,181,4.9     
"Pleasants County, WV",2720,2417,303,11.1     
"Pocahontas County, WV",3827,3473,354,9.3     
"Preston County, WV",15525,14394,1131,7.3     
"Putnam County, WV",27080,25075,2005,7.4     
"Raleigh County, WV",30524,27800,2724,8.9     
"Randolph County, WV",12364,11230,1134,9.2     
"Ritchie County, WV",4399,4031,368,8.4     
"Roane County, WV",5128,4490,638,12.4     
"Summers County, WV",4376,4033,343,7.8     
"Taylor County, WV",7816,7240,576,7.4     
"Tucker County, WV",3292,3013,279,8.5     
"Tyler County, WV",3173,2845,328,10.3     
"Upshur County, WV",9650,8726,924,9.6     
"Wayne County, WV",15838,14510,1328,8.4     
"Webster County, WV",3328,3016,312,9.4     
"Wetzel County, WV",6747,6083,664,9.8     
"Wirt County, WV",2282,2037,245,10.7     
"Wood County, WV",36445,33221,3224,8.8     
"Wyoming County, WV",6591,5901,690,10.5     
"Adams County, WI",8047,7281,766,9.5     
"Ashland County, WI",7686,7035,651,8.5     
"Barron County, WI",23873,22413,1460,6.1     
"Bayfield County, WI",7399,6711,688,9.3     
"Brown County, WI",140454,132013,8441,6.0     
"Buffalo County, WI",6336,5865,471,7.4     
"Burnett County, WI",7157,6509,648,9.1     
"Calumet County, WI",27096,25825,1271,4.7     
"Chippewa County, WI",32978,30930,2048,6.2     
"Clark County, WI",17401,16615,786,4.5     
"Columbia County, WI",31281,29438,1843,5.9     
"Crawford County, WI",7453,6908,545,7.3     
"Dane County, WI",319433,304154,15279,4.8     
"Dodge County, WI",47213,44729,2484,5.3     
"Door County, WI",14905,13886,1019,6.8     
"Douglas County, WI",22886,20786,2100,9.2     
"Dunn County, WI",23606,22303,1303,5.5     
"Eau Claire County, WI",58299,55064,3235,5.5     
"Florence County, WI",2191,2016,175,8.0     
"Fond du Lac County, WI",56114,52828,3286,5.9     
"Forest County, WI",3890,3407,483,12.4     
"Grant County, WI",27311,25875,1436,5.3     
"Green County, WI",20555,19570,985,4.8     
"Green Lake County, WI",9253,8616,637,6.9     
"Iowa County, WI",13502,12678,824,6.1     
"Iron County, WI",2547,2261,286,11.2     
"Jackson County, WI",9877,8959,918,9.3     
"Jefferson County, WI",45213,42762,2451,5.4     
"Juneau County, WI",13280,12327,953,7.2     
"Kenosha County, WI",88499,82200,6299,7.1     
"Kewaunee County, WI",10661,10172,489,4.6     
"La Crosse County, WI",64982,61467,3515,5.4     
"Lafayette County, WI",9785,9365,420,4.3     
"Langlade County, WI",9285,8684,601,6.5     
"Lincoln County, WI",14677,13805,872,5.9     
"Manitowoc County, WI",40419,37911,2508,6.2     
"Marathon County, WI",72313,68711,3602,5.0     
"Marinette County, WI",19504,17981,1523,7.8     
"Marquette County, WI",7650,7136,514,6.7     
"Menominee County, WI",1649,1396,253,15.3     
"Milwaukee County, WI",463420,425483,37937,8.2     
"Monroe County, WI",23363,22075,1288,5.5     
"Oconto County, WI",20241,18962,1279,6.3     
"Oneida County, WI",17800,16508,1292,7.3     
"Outagamie County, WI",102786,97137,5649,5.5     
"Ozaukee County, WI",47963,45366,2597,5.4     
"Pepin County, WI",4080,3839,241,5.9     
"Pierce County, WI",24779,23054,1725,7.0     
"Polk County, WI",24408,22658,1750,7.2     
"Portage County, WI",37491,35475,2016,5.4     
"Price County, WI",6209,5785,424,6.8     
"Racine County, WI",97155,90104,7051,7.3     
"Richland County, WI",9009,8551,458,5.1     
"Rock County, WI",84935,78908,6027,7.1     
"Rusk County, WI",6581,6144,437,6.6     
"St. Croix County, WI",49739,46223,3516,7.1     
"Sauk County, WI",34355,31770,2585,7.5     
"Sawyer County, WI",7910,7289,621,7.9     
"Shawano County, WI",20791,19463,1328,6.4     
"Sheboygan County, WI",61510,57996,3514,5.7     
"Taylor County, WI",10905,10372,533,4.9     
"Trempealeau County, WI",15607,14512,1095,7.0     
"Vernon County, WI",14896,14119,777,5.2     
"Vilas County, WI",10221,9480,741,7.2     
"Walworth County, WI",56322,52906,3416,6.1     
"Washburn County, WI",7777,7240,537,6.9     
"Washington County, WI",75700,71445,4255,5.6     
"Waukesha County, WI",220498,208246,12252,5.6     
"Waupaca County, WI",25439,24028,1411,5.5     
"Waushara County, WI",11080,10378,702,6.3     
"Winnebago County, WI",91236,86270,4966,5.4     
"Wood County, WI",34538,32233,2305,6.7     
"Albany County, WY",19726,18946,780,4.0     
"Big Horn County, WY",5381,5112,269,5.0     
"Campbell County, WY",23439,21822,1617,6.9     
"Carbon County, WY",8111,7743,368,4.5     
"Converse County, WY",8163,7677,486,6.0     
"Crook County, WY",3908,3757,151,3.9     
"Fremont County, WY",19326,18120,1206,6.2     
"Goshen County, WY",6639,6355,284,4.3     
"Hot Springs County, WY",2249,2136,113,5.0     
"Johnson County, WY",4192,3960,232,5.5     
"Laramie County, WY",50826,48231,2595,5.1     
"Lincoln County, WY",9373,8907,466,5.0     
"Natrona County, WY",40710,37529,3181,7.8     
"Niobrara County, WY",1265,1217,48,3.8     
"Park County, WY",15380,14549,831,5.4     
"Platte County, WY",4651,4418,233,5.0     
"Sheridan County, WY",16210,15409,801,4.9     
"Sublette County, WY",4059,3765,294,7.2     
"Sweetwater County, WY",20840,19308,1532,7.4     
"Teton County, WY",15204,14292,912,6.0     
"Uinta County, WY",9312,8730,582,6.3     
"Washakie County, WY",4004,3793,211,5.3     
"Weston County, WY",3836,3688,148,3.9     
"Adjuntas Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Aguada Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Aguadilla Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Aguas Buenas Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Aibonito Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Anasco Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Arecibo Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Arroyo Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Barceloneta Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Barranquitas Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Bayamon Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Cabo Rojo Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Caguas Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Camuy Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Canovanas Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Carolina Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Catano Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Cayey Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Ceiba Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Ciales Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Cidra Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Coamo Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Comerio Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Corozal Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Culebra Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Dorado Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Fajardo Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Florida Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Guanica Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Guayama Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Guayanilla Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Guaynabo Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Gurabo Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Hatillo Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Hormigueros Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Humacao Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Isabela Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Jayuya Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Juana Diaz Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Juncos Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Lajas Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Lares Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Las Marias Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Las Piedras Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Loiza Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Luquillo Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Manati Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Maricao Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Maunabo Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Mayaguez Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Moca Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Morovis Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Naguabo Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Naranjito Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Orocovis Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Patillas Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Penuelas Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Ponce Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Quebradillas Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Rincon Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Rio Grande Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Sabana Grande Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Salinas Municipio, PR",N.A.,N.A.,N.A.,N.A.
"San German Municipio, PR",N.A.,N.A.,N.A.,N.A.
"San Juan Municipio, PR",N.A.,N.A.,N.A.,N.A.
"San Lorenzo Municipio, PR",N.A.,N.A.,N.A.,N.A.
"San Sebastian Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Santa Isabel Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Toa Alta Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Toa Baja Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Trujillo Alto Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Utuado Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Vega Alta Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Vega Baja Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Vieques Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Villalba Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Yabucoa Municipio, PR",N.A.,N.A.,N.A.,N.A.
"Yauco Municipio, PR",N.A.,N.A.,N.A.,N.A.
,,,,
